Advisory URL,Vendor,Equipment,Affected Products,CVE URLs
https://www.cisa.gov/news-events/ics-advisories/icsa-21-075-01,Advantech,WebAccess/SCADA,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27436']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-070-01,Schneider Electric,IGSS (Interactive Graphical SCADA System),[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22709', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22710', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22711', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22712']"
https://www.cisa.gov/news-events/ics-advisories/icsa-19-099-04,Siemens,SINEMA Remote Connect (Client and Server),[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-14618', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-16890', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-3822', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-3823', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-6570']"
https://www.cisa.gov/news-events/ics-advisories/icsa-19-162-02,Siemens,SIMATIC Ident MV440 Familiy,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10925', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10926']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-019-01,dnsmasq by Simon Kelley,dnsmasq,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25681', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25682', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25683', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25684', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25685', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25686', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25687']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-035-01,Luxion,KeyShot products,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22647', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22643', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22645', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22649', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22651']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-068-09,Siemens,Solid Edge,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28385', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28387', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27380', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27381', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28387', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27381']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-068-08,Siemens,PLUSCONTROL,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28388']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-068-07,Siemens,SIMATIC MV400,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25241', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27632']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-068-05,Siemens,LOGO! 8 BM,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25236']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-068-04,Siemens,SINEMA Remote Connect Server,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25239', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25240']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-068-01,Siemens,SIMATIC S7-PLCSIM v5.4,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-25673', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-25674', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-25675']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-063-01,Rockwell Automation,1734-AENTR Series B and Series C,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-14504', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-14502']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-063-02,Schneider Electric,EcoStruxure Building Operation,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7569', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7570', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7571', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7572', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7573', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28209', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28210']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-061-03,MB connect line,"mymbCONNECT24, mbCONNECT24",[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-12527', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-12528', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-12529', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-12530', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35557', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35558', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35559', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35560', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35561', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35563', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35564', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35565', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35566', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35567', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35568', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35569', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35570', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-10384', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35567', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35565', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35561', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35565', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35561']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-061-01,Hitachi ABB Power Grids,Ellipse EAM,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27416', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27414']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-056-04,ProSoft Technology,ICX35-HWC-A and ICX35-HWC-E,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22661']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-056-01,PerFact,OpenVPN-Client,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27406']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-056-02,FATEK Automation,FvDesigner,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22662', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22670', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22666', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22683', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22638']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-054-03,Advantech,Spectre RT Industrial Routers,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18233', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18231', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18235', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-20679', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-6301', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-9261', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-2842', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-0799', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-6304']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-054-02,Advantech,BB-ESWGP506-2SFP-T,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22667']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-054-01,Rockwell Automation,FactoryTalk Services,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-14516']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-012-01,Schneider Electric,EcoStruxure Power Build-Rapsody,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22697', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22698']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-049-01,Johnson Controls,Metasys Reporting Engine (MRE) Web Services,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-9050']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-047-02,Rockwell Automation,Allen-Bradley MicroLogix 1100,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6111']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-042-02,Rockwell Automation,DriveTools SP and Drives AOP,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22665']
https://www.cisa.gov/news-events/ics-advisories/icsa-19-162-04,Siemens,SCALANCE X Switches,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-6567']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-105-04,Siemens,Climatix,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7574', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7575']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-040-10,Siemens,DIGSI 4,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25245']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-040-07,Siemens,SCALANCE W780 and W740,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-25666']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-040-09,Siemens,SIMATIC WinCC and PCS 7,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-10048']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-040-04,Siemens,RUGGEDCOM ROX IIB,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-12404', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-18508', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-11745', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-17006', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-17007', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-1763']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-040-02,Advantech,iView,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22654', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22658', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22656', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22652']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-040-03,Siemens,"SINEMA Server, SINEC NMS",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25237']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-040-01,GE Digital,HMI/SCADA iFIX,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18243', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-18255']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-035-02,Horner Automation,Cscape,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22663']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-033-02,Siemens,"SIMATIC HMI Comfort Panels, SIMATIC HMI KTP Mobile Panels",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-15798']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-028-01,Rockwell Automation,FactoryTalk Linx and FactoryTalk Services Platform,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-5801', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-5802', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-5806', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-5806']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-353-01,Treck Inc.,TCP/IP,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25066', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27337', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27338', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27336']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-007-03,Eaton,EASYsoft,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6656', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-6655']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-026-01,Fuji Electric,Tellus Lite V-Simulator and V-Server Lite,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22637', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22655', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22653', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22639', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22641']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-021-03,"Matrikon, a subsidiary of Honeywell",OPC UA Tunneller,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27297', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27299', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27274', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27295']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-021-01,Delta Electronics (Delta),ISPSoft,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27280']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-021-02,Delta Electronics (Delta),TPEditor,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27288', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27284']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-019-02,Reolink,P2P protocol,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25173', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25169']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-196-07,Siemens,Opcenter Execution Core,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7576', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7577', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7578', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28390']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-012-04,Siemens,Solid Edge,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28381', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28382', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28383', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28384', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28386', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26989']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-007-04,Delta Electronics,CNCSoft-B,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27287', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27291', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27289', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27293']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-007-02,Omron,CX-One,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27259', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27261', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27257']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-007-01,Hitachi ABB Power Grids,FOX615 Multiservice-Multiplexer,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-10933']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-224-01,Yokogawa,CENTUM,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-5608', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-5609']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-308-03,ARC Informatique,PcVue,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26867', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26868', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26869']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-352-02,PTC,Kepware KEPServerEX,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27265', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27263', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27267']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-282-01,"Sensormatic Electronics, LLC, a subsidiary of Johnson Controls",American Dynamics victor Web Client,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-9048']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-005-05,Delta Electronics,DOPSoft,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27275', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27277']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-005-04,Red Lion,Crimson 3.1,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27279', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27285', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27283']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-005-03,GE,Reason RT43X Clocks,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25197', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25193']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-005-01,Schneider Electric,"Web Server on Modicon M340, Modicon Quantum and Modicon Premium Legacy",[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7562', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7563', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7564']"
https://www.cisa.gov/news-events/ics-advisories/icsa-21-005-06,Delta Electronics,CNCSoft ScreenEditor,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27281']
https://www.cisa.gov/news-events/ics-advisories/icsa-21-005-02,Panasonic,FPWIN Pro,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16236']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-352-03,PTC,Kepware LinkMaster,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-13535']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-352-01,Emerson,Rosemount X-STREAM Gas Analyzer,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-27254']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-308-01,WAGO,750-88x and 750-352,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-12516']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-345-02,Host Engineering,ECOM100 Module,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25195']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-345-01,Mitsubishi Electric,MELSEC iQ-F Series,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-5665']
https://www.cisa.gov/news-events/ics-advisories/icsa-17-243-02,Siemens,LOGO!,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12734', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-12735']"
https://www.cisa.gov/news-events/ics-advisories/icsa-18-165-01,Siemens,"SCALANCE X switches, RUGGEDCOM Win, RFID 181-EIP, and SIMATIC RF182C",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-4833']
https://www.cisa.gov/news-events/ics-advisories/icsa-19-134-04,Siemens,LOGO! 8 BM,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10919', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10920', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10921']"
https://www.cisa.gov/news-events/ics-advisories/icsa-19-134-03,Siemens,LOGO! Soft Comfort,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10924']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-161-03,Siemens,LOGO!,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7589']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-252-02,Siemens,SIMATIC S7-300 and S7-400 CPUs,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-15791']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-343-10,Siemens,LOGO! 8 BM,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25228', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25229', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25230', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25231', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25232', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25233', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25234', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-25235']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-343-09,Siemens,SIMATIC Controller Web Servers,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-15796']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-343-07,Siemens,SICAM A8000 Remote Terminal Unit Series,[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28396']
https://www.cisa.gov/news-events/ics-advisories/icsa-20-343-06,Siemens,XHQ Operations Intelligence,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19283', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19284', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19285', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19286', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19287', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19288', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-19289']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-343-04,Schneider Electric,Modicon M221 Programmable Logic Controller,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7565', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7566', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7567', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7568', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28214']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-343-03,Schneider Electric,Easergy T300,[],"['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-7561', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28215', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28216', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28217', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28218']"
https://www.cisa.gov/news-events/ics-advisories/icsa-20-224-05,Siemens,"SIMATIC, SIMOTICS",[],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-15126']
